,token_id,gloss,utterance_id,utterance_gloss,clan_part_of_speech,utterance_id,spacy_part_of_speech,spacy_part_of_speech-2,CORRECT,CORRECT-2,CORRECT-3,SPACY_MATCH,CLAN_MATCH,,comment
200,65480783,sales,17992220,t'as les mains toutes sales mon amour maintenant faut se laver les mains,ADJ,17992220,NOUN,NOUN,ADJ,,,No match,,,
201,65332981,mélangé,17952608,z l'ai mélangé,PART,17952608,VERB,VERB,VERB,PART,,,,,
202,65813569,trouvé,18065998,yyy trouvé,PART,18065998,VERB,VERB,VERB,PART,,,,,
203,64685621,premièrement,17803937,premièrement il est un peu petit deuxièmement y a des trucs qui vont lui arracher les fesses euh si je le laisse comme ça enfin temps que je l'utilise pas,ADV,17803937,ADV,ADV,ADV,,,,,,
204,65424365,se,17972805,et après on a on a commencé à se dire mais euh on n' a pas de nouvelle,PRON,17972805,PRON,PRON,PRON,,,,,,
205,64903674,remélanger,17840235,et le pire c'est que mercredi comme il en restait un petit morceau il me disait ben hier je vais je vais remélanger je dis comme ça mélanger avec de de l'escalope de dinde,VERB,17840235,VERB,VERB,VERB,,,,,,
206,65355438,ça,17970606,tu dois tu dois ranger ça,PRON,17970606,PRON,PRON,PRON,,,,,,
207,65262251,qu'à,17944354,tiens on a qu'à lui donner celui de Charlotte,PREP,17944354,SCONJ,SCONJ,SCONJ_PREP,,,No match,No match,,
208,65428516,moine,17983074,donc le moine venait dans la maison où les gens peuvent venir dormir,NOUN,17983074,NOUN,NOUN,NOUN,,,,,,
209,64755109,lundi,17817794,lundi,NOUN,17817794,NOUN,NOUN,NOUN,,,,,,
210,65652756,masque,18041970,mais tu sais c'est masque tu vois pas son masque,NOUN,18041970,ADJ,ADJ,?,,,No match,No match,,
211,65183879,disaient,17924150,comme ils étaient à chaque fois qu'ils faisaient un chat ils disaient oh moi aussi je voudrais voudrais bien marcher,VERB,17924150,VERB,VERB,VERB,,,,,,
212,65092789,Léonard,17908506,attends Léonard,NOUN,17908506,PROPN,PROPN,PROPN,NOUN,,,,,
213,64699182,cours,17785933,donc j'ai fait cours oui pour le d u,PREP,17785933,DET,DET,NOUN,,,No match,No match,,
214,65111615,cassé,17906750,j'en veux pas quand c'est cassé,PART,17906750,ADJ,ADJ,VERB,PART,ADJ,,,,LABEL MISMATCHING : PART vs ADJ
215,65117721,dit,17904092,on a dit de faire attention au sapin hein,PART,17904092,VERB,VERB,VERB,PART,,,,,LABEL MISMATCHING : PART vs VERB
216,64728995,qu'on,17804348,tu sais pas ce qu'on fait dans un moulin,PRON,17804348,SCONJ,SCONJ,PRON_PRON,,,No match,No match,,LABEL MISMATCHING : PRO vs CONJ
217,64821209,moche,17812975,ben non c'est pas moche,ADJ,17812975,ADJ,ADJ,ADJ,,,,,,
218,65489728,va,18003073,ça te va Théophile,VERB,18003073,VERB,VERB,VERB,,,,,,
219,65498465,gagné,18005223,gagné,PART,18005223,NOUN,NOUN,ADJ,PART,,No match,,,
220,65189217,comme,17923389,oui oui ben et si tu me laisses passer comme ça je pourrais lui dire,ADV,17923389,ADP,ADP,ADV,ADP,SCONJ,,,,
221,65483477,demain,17993854,et oui c'est pour Harousia demain ça,NOUN,17993854,ADV,ADV,ADV,,,,No match,,
222,65212375,t'en,17924948,tu te souviens t'en faisais à la crèche,PRON,17924948,ADP,ADP,PRON_PRON,,,No match,No match,,
223,64707371,à-côté,17789006,il va à-côté de son frère,ADV,17789006,ADP,ADP,?,,,No match,No match,,
224,65042765,bien,17883365,et Charly il avait dit à Ulysse qu'il voulait bien venir jouer avec toi et que il il construirait aussi un zoo,ADJ,17883365,ADV,ADV,ADV,,,,No match,,
225,64613345,comme,17771950,c'est quoi ça comme animal,PREP,17771950,ADP,ADP,ADV,ADP,,,No match,,
226,64625033,dans,17777723,y en pas dans la poussette,PREP,17777723,ADP,ADP,PREP,ADP,,,,,
227,65096129,cassé,17901115,il a cassé il il a cassé ça,PART,17901115,VERB,VERB,VERB,PART,,,,,
228,65177194,petit,17913613,mais il marche un petit peu,ADJ,17913613,ADJ,ADJ,ADJ,,,,,,
229,64617707,que,17779851,qu'est-ce que c'est,ADV,17779851,SCONJ,SCONJ,SCONJ,,,,No match,,
230,64995529,fou,17875700,de jouer le fou,NOUN,17875700,NOUN,NOUN,NOUN,,,,,,
231,64691041,qu'avant,17807976,mais j'imagine que c'est xxx il doit quand_même avoir la la mâchoire un peu plus rigide qu'avant,PREP,17807976,SCONJ,SCONJ,SCONJ_ADV,,,No match,No match,,
232,64840547,sans,17838677,quinze jours quand ils ont euh six enfin sept ans huit ans à_partir de dix ans sans problème tu vois,PREP,17838677,ADP,ADP,PREP,ADP,,,,,
233,64708187,pis,17784452,il va faire du bruit pis il va faire tout tomber,ADV,17784452,PROPN,PROPN,ADV,,,No match,,,
234,65229513,vu,17928405,tu as vu,PART,17928405,VERB,VERB,VERB,PART,,,,,
235,65074577,directement,17890335,ah oui comme ça la lance elle éteint directement le la flamme,ADV,17890335,ADV,ADV,ADV,,,,,,
236,65685593,sinon,18037370,on finit vite la souris sinon,PREP,18037370,ADV,ADV,CCONJ,ADV,,,No match,,
237,64590150,après,17773626,puis il fait la vaisselle après aussi,PREP,17773626,ADP,ADP,ADV,PREP,ADP,,,,
238,65043852,celle-là,17873756,et celle-là,PRON,17873756,PRON,PRON,PRON,,,,,,
239,65187014,génial,17914266,génial et le sept,ADJ,17914266,ADJ,ADJ,ADJ,,,,,,
240,65509482,as,18008207,tu as l'impression d' avoir des électrocardiogrammes,VERB,18008207,NOUN,NOUN,VERB,,,No match,,,
241,65581594,que,18026847,ouais mais c'est embêtant parce que du coup il part,ADV,18026847,SCONJ,SCONJ,SCONJ,,,,No match,,
242,64874468,lui,17845703,regarde zə lui mets des dents des dents des des dents verts,PART,17845703,DET,DET,PRON,,,No match,No match,,
243,65074939,que,17894528,qu'est-ce que ça veut dire pch pch pch pch,ADV,17894528,SCONJ,SCONJ,SCONJ,,,,No match,,
244,64684432,s'inquiéter,17800580,alors y a du linge qui qui sèche partout faut pas s'inquiéter,VERB,17800580,PRON,PRON,PRON_VERB,VERB,,No match,,,ERROS IN WORDS WITH ' eg s'il
245,65319187,s'il,17961427,non non Léonard ne mets pas d'eau encore s'il te plaît,PRON,17961427,SCONJ,SCONJ,SCONJ_PRON,,,No match,No match,,
246,64607628,fous,17771424,non moi je m'en fous c'est juste,ADJ,17771424,PRON,PRON,VERB,,,No match,No match,,
247,64908771,rouge,17861947,c'est rouge,ADJ,17861947,VERB,VERB,ADJ,,,No match,,,
248,65016056,rentrait,17885734,et tu te souviens qu'on a dit que si tu n' obéissais pas on rentrait,VERB,17885734,VERB,VERB,VERB,,,,,,
249,65513689,oui,17997929,c'est un oui oui ça oui oui,NOUN,17997929,NOUN,NOUN,NOUN,,,,,,
250,64596850,seule,17769261,toute seule,ADJ,17769261,ADJ,ADJ,ADJ,,,,,,
251,65785814,comment,18070389,et comment il était euh comment il était déguisé grand papou,NOUN,18070389,ADV,ADV,ADV,PRON,,,No match,,
252,64827641,bêtises,17825783,alors tu ne fais pas des bêtises comme tu viens de faire là,NOUN,17825783,NOUN,NOUN,NOUN,,,,,,
253,65542994,décanté,18019353,a_priori ça s'est un peu décanté mais je te raconterai je t'expliquerai,PART,18019353,VERB,VERB,PART,ADJ,,No match,,,
254,64609471,s'en,17777325,regarde elle s'en va,PRON,17777325,PRON,PRON,PRON_PRON,PRON,,,,,
255,65210948,passé,17921355,moi j'ai juste passé devant quand on était chez le dentiste,PREP,17921355,VERB,VERB,VERB,PART,,,No match,,
256,64953829,impressionnant,17858157,ça c'est impressionnant ça,ADJ,17858157,ADJ,ADJ,ADJ,,,,,,
257,65428872,rayons,17983992,hein après ça se prendrait dans les rayons,NOUN,17983992,NOUN,NOUN,NOUN,,,,,,
258,65122904,loin,17913247,tu es bien loin de nous,PREP,17913247,ADV,ADV,ADV,ADP,,,No match,,
259,65135171,tu,17917265,tu voulais qu'on lui montre xxx la dernière fois,PRON,17917265,ADJ,ADJ,PRON,,,No match,,,
260,65842766,entendu,18097878,ah j'ai pas entendu,PART,18097878,VERB,VERB,VERB,PART,,,,,
261,64671971,d'abord,17804186,d'abord euh je vais d'abord me baigner mais zə vais mettre ma anniversaire pas souffler,ADV,17804186,ADP,ADP,ADV,,,No match,,,
262,64768551,pâtissier,17830942,alors il était pas du tout pâtissier c'était que le pain,ADJ,17830942,ADJ,ADJ,ADJ,,,,,,
263,65078518,autres,17904065,xxx ça peut pas t'aider les autres là,PRON,17904065,ADJ,ADJ,PRON,NOUN,ADJ,,,,pro=adj
264,65209921,c'est,17919115,si c'est comme ça regarde si c'est comme ça c'est un t,VERB,17919115,PRON,PRON,PRON_VERB,,,No match,No match,,
265,65500865,rouges,17995314,ah la des rouges ici,ADJ,17995314,NOUN,NOUN,ADJ,NOUN,,,,,
266,64690393,chouette,17809384,c'est une chouette et un pingouin je crois,NOUN,17809384,NOUN,NOUN,NOUN,,,,,,
267,65527610,au,18006443,mais elle est elle est au téléphone ça fait rien elle va arriver on n' a qu'à discuter,PREP,18006443,VERB,VERB,PREP,,,No match,,,
268,65165904,je,17908685,je peux je peux je peux dessiner euh,PRON,17908685,PRON,PRON,PRON,,,,,,
269,65042564,lesquelles,17882970,mais il faut d'abord ranger un petit peu les choses avec lesquelles tu joues plus,PRON,17882970,PRON,PRON,PRON,,,,,,
270,65244005,masqué,17935613,le masqué mais c'est qui c'est qui le masqué,ADJ,17935613,NOUN,NOUN,PART,NOUN,ADJ,,,,
271,64745750,tu,17805118,Anaé tu allée à la plage cette année,PART,17805118,PROPN,PROPN,PRON,,,No match,No match,,
272,65172012,marche,17914879,et il marche,VERB,17914879,NOUN,NOUN,VERB,,,No match,,,
273,65305287,mais,17955363,euh oui mais enfin ça fait pas quinze jours qu'il fait chaud hein,NOUN,17955363,CCONJ,CCONJ,CCONJ,,,,No match,,
274,64679640,jaunes,17791828,et et les skis ils étaient jaunes,ADJ,17791828,ADJ,ADJ,ADJ,,,,,,
275,65260231,délicieux,17941218,délicieux,ADJ,17941218,ADJ,ADJ,ADJ,,,,,,
276,65413914,sauf,17970873,sauf que toi y a pas de bonbons dessus,PREP,17970873,ADP,ADP,ADP,PREP,,,,,prep=adp
277,64981889,viens,17875057,tu viens lui faire un câlin à maman,VERB,17875057,AUX,AUX,VERB,,,No match,,,v=aux
278,65335625,fabriqué,17969116,c'est un petit garçon qu'a fabriqué ça et qui s'est mis du feutre partout sur la figure,PART,17969116,VERB,VERB,VERB,PART,,,,,part=verb
279,65389799,crois,17959813,tu crois qu'elle a deviné,VERB,17959813,VERB,VERB,VERB,,,,,,
280,64965689,guéri,17855864,il dit vivement que tu sois guéri pour bien t'occuper de lui maman elle dit,ADJ,17855864,VERB,VERB,ADJ,PART,,No match,,,adj=verb
281,64669118,à,17791986,à sa gorge,PREP,17791986,ADP,ADP,PREP,ADP,,,,,
282,65780892,vous,18046598,je vais peut-être vous sortir du bain quand_même,PRON,18046598,PRON,PRON,PRON,,,,,,
283,64878720,délicatement,17845605,tu poses délicatement,ADV,17845605,ADV,ADV,ADV,,,,,,
284,64750197,jouent,17817757,ils jouent,VERB,17817757,VERB,VERB,VERB,,,,,,
285,64807479,maman,17834111,merci maman,NOUN,17834111,PROPN,PROPN,NOUN,,,No match,,,
286,64725743,Marilou,17806768,bah non y avait Marilou,NOUN,17806768,NOUN,NOUN,PROPN,NOUN,,,,,
287,65394401,m'y,17968903,ah non ça c'est contre nature je m'y oppose formellement,PRON,17968903,PRON,PRON,PRON_PRON,PRON,,,,,
288,65160680,arrosé,17925825,ouh papapa attention parce que c'est mouillé j'ai arrosé,PART,17925825,VERB,VERB,VERB,PART,,,,,
289,64788152,dans,17814278,c'est le singe qui va dans la malle,PREP,17814278,ADP,ADP,PREP,ADP,,,,,
290,64979794,qu'on,17871176,qu'est-ce qu'on fait,PRON,17871176,SCONJ,SCONJ,PRON_PRON,,,No match,No match,,
291,65565528,beaux,18021812,tu montreras à Philippe que tu as des très beaux vers dans la vitrine,ADJ,18021812,ADJ,ADJ,ADJ,,,,,,
292,65343340,d'où,17951320,oh et il vient d'où,PRON,17951320,ADP,ADP,ADP_PRON,,,No match,No match,,
293,64616964,on,17776875,et on n' a pas trop vu sa taille,PRON,17776875,PRON,PRON,PRON,,,,,,
294,64820574,l'hiver,17810415,ton ami de l'hiver,NOUN,17810415,DET,DET,DET_NOUN,,,No match,No match,,
295,65575311,orange,18005126,tu es sûr amour orange,ADJ,18005126,VERB,VERB,ADJ,,,No match,,,
296,65406724,génial,17968008,c'est génial,ADJ,17968008,ADJ,ADJ,ADJ,,,,,,
297,65134720,cache,17917069,on le cache,VERB,17917069,NOUN,NOUN,VERB,,,No match,,,
298,65791654,à_moins,18091190,à_moins qu'il y ait que Yona et,ADV,18091190,ADP,ADP,ADV,ADP,PREP_ADV,,,,
299,64886257,monté,17846728,e e monté,PART,17846728,NOUN,NOUN,?,,,No match,No match,,
300,65463306,m'énerver,17985881,enfin ça commence à m'énerver,VERB,17985881,PRON,PRON,PRON_VERB,VERB,,No match,,,
301,64860271,je,17845585,je vais rapporter un petit+suisse,PRON,17845585,PRON,PRON,PRON,,,,,,
302,64820010,vas,17820837,on va faire un test mais à mon avis tu vas pas être content,VERB,17820837,NOUN,NOUN,VERB,,,No match,,,
303,64771329,lui,17800329,mais ça va lui faire quoi si il en mange,PART,17800329,PRON,PRON,PRON,,,,No match,,
304,65400689,neuf,17973761,un deux trois quatre cinq six sept huit neuf dix,ADJ,17973761,ADJ,ADJ,ADJ,,,,,,
305,64985699,vrai,17874508,c'est Antoine qui fait du vélo c'est vrai tu fais du vélo toi c'est bien,ADJ,17874508,ADJ,ADJ,ADJ,,,,,,
306,65013461,comme,17885654,ben oui tu es allé comme un fou,PREP,17885654,ADP,ADP,SCONJ,,,No match,No match,,
307,65486602,debout,17997438,tu restes debout tu restes debout,ADV,17997438,ADV,ADV,ADV,,,,,,
308,65191012,telle,17930599,non on code des transcriptions on regarde ce-que les enfants ont dit et en_fonction de ce qu'ils ont dit on note ben ils ont ils ont fait ça dans telle situation dans telle circonstance,PREP,17930599,ADJ,ADJ,ADJ,,,,No match,,
309,64643457,vu,17782663,j'ai vu les morceaux détachés dans une boîte et j'ai vu il manque il faut une poutre pour le toit,PART,17782663,VERB,VERB,VERB,PART,,,,,
310,65178327,pour_que,17901110,parce que comme en fait tu vois pourqu'il non mais pourqu'il mange ou quoi que ce soit pour_que le matin ça aille plus vite je lui parle en italien,PRON,17901110,ADJ,ADJ,PROP_PRON,,,No match,No match,,
311,64866829,pas,17840127,et je sais pas tu as fini ou pas,ADV,17840127,ADV,ADV,ADV,,,,,,
312,64736890,c'en,17797701,c'en est un autre,PRON,17797701,PRON,PRON,PRON_PRON,,,No match,No match,,
313,65079029,lave,17902709,viens que je te lave le dos,VERB,17902709,VERB,VERB,VERB,,,,,,
314,65076794,chocolat,17899525,chocolat chaud,NOUN,17899525,NOUN,NOUN,NOUN,,,,,,
315,65214934,fait,17929506,qu'est-ce qu'on fait avec ce petit garçon,PART,17929506,VERB,VERB,VERB,,,,No match,,
316,64892220,tant,17846804,ah bon tant que ça,PRON,17846804,ADV,ADV,ADV,,,,No match,,
317,65562705,normale,18015568,j'sais pas si elle mange pas des avocats fais fais la salade normale c'est pas grave si elle mange pas,ADJ,18015568,ADJ,ADJ,ADJ,,,,,,
318,65087222,j'ai,17905670,qu'est-ce que j'ai foutu,VERB,17905670,PRON,PRON,PRON_VERB,,,No match,No match,,
319,64959674,tranche,17863250,montre moi où tu vois elle tranche,VERB,17863250,NOUN,NOUN,VERB,,,No match,,,
320,65024212,bondir,17887053,mais quand Tchoupi s'approche le chien se met à bondir dans tous les sens,VERB,17887053,VERB,VERB,VERB,,,,,,
321,65246582,lui,17937173,on va lui mettre un nez rouge au crocodile comme ça il devient un clown,PART,17937173,PRON,PRON,PRON,,,,No match,,
322,64954096,pour,17859185,c'est pour faire marcher les musiques,PREP,17859185,ADP,ADP,PREP,ADP,,,,,
323,65430099,autres,17986238,bon allez maintenant on doit faire manger les trois autres,PRON,17986238,ADJ,ADJ,PRON,ADJ,,,,,
324,65345794,gagné,17954328,ah j'ai gagné,PART,17954328,VERB,VERB,VERB,PART,,,,,
325,64752355,dans,17812804,elle était déjà là l'année dernière cette maîtresse dans l'école,PREP,17812804,ADP,ADP,PREP,ADP,,,,,
326,65441016,pris,17982379,c'est qui la pris le bouchon,PART,17982379,VERB,VERB,VERB,PART,,,,,
327,65156756,papa,17914363,mais papa il aime ça hein,NOUN,17914363,ADV,ADV,NOUN,,,No match,,,
328,64786198,qu'on,17811435,qu'est-ce que c'est le livre qu'on lit tous les soirs en ce moment,PRON,17811435,SCONJ,SCONJ,PRON_PRON,,,No match,No match,,
329,64664789,s'assit,17800413,il s'assit pas,VERB,17800413,PRON,PRON,PRON_VERB,VERB,,No match,,,
330,64748628,grossit,17808098,et et xxx et aussi et bah bah bah il a donné à quelqu'un et et et la lune elle était petite et elle elle elle grossit,VERB,17808098,VERB,VERB,VERB,,,,,,
331,65402075,donc,17982014,donc tu vois on en a largement,ADV,17982014,ADV,ADV,ADV,,,,,,
332,64697874,crevette,17807839,la crevette qui s'agite,NOUN,17807839,NOUN,NOUN,NOUN,,,,,,
333,65598039,je,18020665,beh je joue une petite heure,PRON,18020665,PRON,PRON,PRON,,,,,,
334,64786853,devant,17813405,ta main devant ta bouche,PREP,17813405,ADP,ADP,ADP,PREP,,,,,
335,64900398,acheté,17862974,mais j'en ai acheté sept de vingt quatre mois,PART,17862974,VERB,VERB,VERB,PART,,,,,
336,65421923,trouvé,17983244,oui regarde oui trouvé,PART,17983244,VERB,VERB,VERB,PART,,,,,
337,64978447,passe,17870217,et passe,VERB,17870217,VERB,VERB,VERB,,,,,,
338,64915841,contre,17847274,non regarde là contre la grille,PREP,17847274,ADP,ADP,PREP,ADP,,,,,
339,65779086,au,18043787,tu es allé au ski,PREP,18043787,PROPN,PROPN,PREP,,,No match,,,
340,64605146,soufflée,17764268,qu'est-ce que tu as fait hier tu l'as soufflée la bougie,PART,17764268,NOUN,NOUN,VERB,PART,,No match,,,
341,65787003,gros,18065859,xxx gros poisson,NOUN,18065859,ADJ,ADJ,ADJ,,,,No match,,
342,64967982,la,17866384,montre moi où tu vois la plante,PRON,17866384,DET,DET,DET,,,,No match,,
343,65780229,force,18065841,xxx j'y suis allée là on a on a marché euh ensemble il a eu la force on a marché à deux à l'heure mais,ADV,18065841,PROPN,PROPN,NOUN,,,No match,No match,,
344,65920641,perturbé,18100357,xxx perturbé,PART,18100357,NOUN,NOUN,?,,,No match,No match,,
345,65331441,du,17949364,regarde le tablier du marmiton,PREP,17949364,DET,DET,PREP,,,No match,,,
346,64811094,maintenant,17837971,oui alors moi j'appuie là et toi maintenant tu appuies,ADV,17837971,ADV,ADV,ADV,,,,,,
347,64919146,pas,17860442,pas tout_de_suite d'accord,ADV,17860442,ADV,ADV,ADV,,,,,,
348,64678316,enfonce,17792056,enfonce bien,VERB,17792056,NOUN,NOUN,VERB,,,No match,,,
349,65814776,eu,18065923,tu sais il a eu des ballons à gonfler tu vois là regarde,VERB,18065923,VERB,VERB,VERB,PART,,,,,
350,65561360,d',18013165,moi j'suis curieuse d' entendre,ADV,18013165,NOUN,NOUN,PREP,,,No match,No match,,
351,64638003,trop,17784713,on sait pas trop,ADV,17784713,ADV,ADV,ADV,,,,,,
352,65375246,glisser,17971478,pour euh glisser,VERB,17971478,VERB,VERB,VERB,,,,,,
353,65414344,extraordinaire,17971821,extraordinaire,ADJ,17971821,ADJ,ADJ,ADJ,,,,,,
354,65340975,fait,17970603,je vais le faire je vais le faire euh ce-que j'ai fait en_haut,PART,17970603,VERB,VERB,VERB,PART,,,,,
355,65646954,celle-ci,18036181,tu veux allumer celle-ci,PRON,18036181,PRON,PRON,PRON_PRON,PRON,,,,,
356,64648356,voir,17775273,ah c'est quoi fais voir,VERB,17775273,VERB,VERB,VERB,,,,,,
357,64696514,petit,17803743,petit stock,ADJ,17803743,ADJ,ADJ,ADJ,,,,,,
358,65399429,celle,17972712,celle qui est née en premier on va lui mettre euh Marie_un,PRON,17972712,PRON,PRON,PRON,,,,,,
359,65027910,longtemps,17889202,ohlàlà ça faisait longtemps qu'on n' avait plus filmé,ADV,17889202,ADV,ADV,ADV,,,,,,
360,65460875,je,17992434,je crois c'est les Télétubbies ça,PRON,17992434,PRON,PRON,PRON,,,,,,
361,64937177,tu,17859497,on pourrait presque xxx je m' je m'attends presque à ce-que tu fasses des bulles avec,PART,17859497,PROPN,PROPN,PRON,,,No match,No match,,
362,64747861,brochure,17816051,d'accord ah ben faut que je pense tiens demain faut que je mette un message pour euh apporter la brochure sur Malte comme ça je vous l'apporte,NOUN,17816051,NOUN,NOUN,NOUN,,,,,,
363,65054529,toute,17891444,c'est une toute toute toute grande brique,PRON,17891444,ADJ,ADJ,ADJ,,,,No match,,
364,65231753,fait,17935314,qu'est-ce qu'elle fait maman,PART,17935314,VERB,VERB,VERB,,,,No match,,
365,65397163,montre,17968783,maintenant je te montre l'autre côté,VERB,17968783,VERB,VERB,VERB,,,,,,
366,65106966,pas,17896732,ils pleurent pas eux,ADV,17896732,ADV,ADV,ADV,,,,,,
367,65442003,choses,17983458,parce que souvent il il part il part loin à l'étranger il te rapporte des choses,NOUN,17983458,NOUN,NOUN,NOUN,,,,,,
368,65794944,Luke,18085146,il a un père Luke mais,NOUN,18085146,PROPN,PROPN,PROPN,NOUN,,,,,
369,65411902,long,17981338,c'est moi qui ai le plus long prénom du monde là hein,ADJ,17981338,ADJ,ADJ,ADJ,,,,,,
370,65743656,pourqu'ils,18053562,non c'est pas un cadeau c'est pourqu'ils jouent avec,PRON,18053562,SCONJ,SCONJ,PROP_PRON,,,No match,No match,,
371,64747533,celui,17815554,ben tu sais Alexandre là celui celui qui a trois semaines d' écart tu sais notre couple on va les voir samedi là,PRON,17815554,PRON,PRON,PRON,,,,,,
372,65399066,est,17971902,mais il est où ton doudou,VERB,17971902,AUX,AUX,VERB,,,No match,,,
373,65517218,beurre,18007058,ben on les fait au beurre c'est bon non,NOUN,18007058,PROPN,PROPN,NOUN,,,No match,,,
374,64789739,chéri,17830699,bon ben t'étais pas à dix minutes près là mon chéri xxx,PART,17830699,NOUN,NOUN,NOUN,PART,,,,,
375,65550003,cassé,18001962,non c'est plus cassé,PART,18001962,ADJ,ADJ,VERB,PART,ADJ,,,,
376,64791840,tu,17817774,est-ce que tu crois que c'est vraiment un autre enfant qu'il y a dans le miroir,PRON,17817774,PRON,PRON,PRON,,,,,,
377,64797093,maman,17826676,non maman elle est pas d'accord,NOUN,17826676,PROPN,PROPN,NOUN,,,No match,,,
378,64613646,m'aider,17772805,si_il_te_plaît maman est-ce que tu peux me est-ce que tu peux m'aider,VERB,17772805,PRON,PRON,PRON_VERB,,,No match,No match,,
379,65377704,qu'avec,17977591,ça va mieux avec ton chandail qu'avec tes bottes hein,PREP,17977591,SCONJ,SCONJ,SCONJ_PREP,,,No match,No match,,
380,65306296,m'en,17957572,tu vas pas manger dans mes bras euh tu vas m'en mettre partout,PRON,17957572,PRON,PRON,PRON_PRON,PRON,,,,,
381,65486711,ont,17997932,ouh ils ont plein de bisous les dauphins,VERB,17997932,VERB,VERB,VERB,,,,,,
382,64590787,elle,17776909,elle est où Véro aujourd'hui,PRON,17776909,PRON,PRON,PRON,,,,,,
383,65358243,vertes,17964822,seules les chenilles seules les chenilles blanches et les chenilles vertes euh on les on les triche on les triche,ADJ,17964822,ADJ,ADJ,ADJ,,,,,,
384,65440362,bien,17981774,la maîtresse elle dit ben je préfère vous refaire plusieurs exercices que vous ayez très bien à tous les exercices comme ça vous savez vous savez bien parce que j'ai pas envie de vous mettre des des mauvaises notes à l'évaluation,ADJ,17981774,ADV,ADV,ADV,,,,No match,,
385,65450420,fouiller,17991717,soyez rassurée madame la baronne nous allons fouiller tout le bateau,VERB,17991717,VERB,VERB,VERB,,,,,,
386,64787783,du,17828392,ah t'as trouvé du xxx,PREP,17828392,DET,DET,DET,,,,No match,,
387,64829464,bouillant,17826775,il a eu du mal à s'endormir à cinq heures du matin il s'est réveillé bouillant,ADJ,17826775,NOUN,NOUN,ADJ,,,No match,,,
388,64762483,chambres,17800193,y a des chambres,NOUN,17800193,NOUN,NOUN,NOUN,,,,,,
389,65776058,fait,18042509,enfin ça ça ça fait ça fait penser,PART,18042509,VERB,VERB,VERB,,,,No match,,
390,64744850,celles-ci,17815210,ben celles-ci elles sont plus larges en fait,PRON,17815210,PRON,PRON,PRON_PRON,PRON,,,,,
391,64905813,celle-là,17850706,est-ce que celle-là elle a la même couleur que ça,PRON,17850706,PRON,PRON,PRON_PRON,PRON,,,,,
392,65261903,travaillé,17943452,tu as bien travaillé dis_donc,PART,17943452,VERB,VERB,VERB,PART,,,,,
393,64978831,rudement,17861285,oh ben écoute ben écoute rudement tu es rudement amorphe hein parce que avec moi tu le fais ça drôlement plus vite,ADV,17861285,NOUN,NOUN,ADV,,,No match,,,
394,65371549,ça,17959314,comment ça se fait,PRON,17959314,PRON,PRON,PRON,,,,,,
395,64935897,l'enlève,17854838,hum tu veux que je l'enlève avec une fourchette,VERB,17854838,DET,DET,PRON_VERB,,,No match,No match,,
396,65048450,ci,17893405,xxx ci,ADV,17893405,PROPN,PROPN,?,,,No match,No match,,
397,65828271,servi,18090745,mais non parce que il s'est pas servi tu sais,PART,18090745,VERB,VERB,VERB,PART,,,,,
398,64603208,gaufre,17763158,tu veux une gaufre,NOUN,17763158,NOUN,NOUN,NOUN,,,,,,
399,65480110,maintenant,17994285,on va arrêter l'eau maintenant Théophile hein,ADV,17994285,ADV,ADV,ADV,,,,,,
400,65440087,invariables,17981059,donc en fait y a les mots invariables et ça mais les mots invariables euh je les ai appris y a une semaine,ADJ,17981059,ADJ,ADJ,ADJ,,,,,,
401,65348460,aiguiller,17957313,non une aiguiller,VERB,17957313,NOUN,NOUN,?,,,No match,No match,,
402,65423846,qu'en,17972150,oui parce qu'en fait euh j'ai fait petite section petite section moyenne euh non petite section petite section grande section c p,PRON,17972150,SCONJ,SCONJ,SCONJ,PREP_PRON,,,No match,,
403,64656944,hier,17792456,tu m'as aidée hier à faire le gâteau,NOUN,17792456,ADV,ADV,ADV,,,,No match,,
404,65440132,invariable,17981212,ça veut dire quoi invariable,ADJ,17981212,ADJ,ADJ,ADJ,,,,,,
405,64657955,à,17796091,non non ça c'est à Pâques,PREP,17796091,ADP,ADP,PREP,ADP,,,,,
406,65301674,écrit,17944644,qu'est-ce qu'il y a écrit,PART,17944644,VERB,VERB,VERB,PART,,,,,
