,token_id,gloss,utterance_id,utterance_gloss,part_of_speech,log_frequency_bin,utterance_id,spacy_part_of_speech,CORRECT,comment
231,64691041,qu'avant,17807976,mais j'imagine que c'est xxx il doit quand_même avoir la la mâchoire un peu plus rigide qu'avant,prep,1,17807976,SCONJ,SCONJ_ADV,
232,64840547,sans,17838677,quinze jours quand ils ont euh six enfin sept ans huit ans à_partir de dix ans sans problème tu vois,prep,2,17838677,ADP,PREP,
233,64708187,pis,17784452,il va faire du bruit pis il va faire tout tomber,adv,0,17784452,PROPN,TYPO,
234,65229513,vu,17928405,tu as vu,part,3,17928405,VERB,VERB/PARTICIPLE,
235,65074577,directement,17890335,ah oui comme ça la lance elle éteint directement le la flamme,adv,1,17890335,ADV,ADV,
236,65685593,sinon,18037370,on finit vite la souris sinon,prep,3,18037370,ADV,CCONJ/ADV,
237,64590150,après,17773626,puis il fait la vaisselle après aussi,prep,2,17773626,ADP,ADV,
238,65043852,celle-là,17873756,et celle-là,pro,2,17873756,PRON,PRON,
239,65187014,génial,17914266,génial et le sept,adj,3,17914266,ADJ,ADJ,
240,65509482,as,18008207,tu as l'impression d' avoir des électrocardiogrammes,v,4,18008207,NOUN,VERB,
241,65581594,que,18026847,ouais mais c'est embêtant parce que du coup il part,adv,4,18026847,SCONJ,SCONJ,
242,64874468,lui,17845703,regarde zə lui mets des dents des dents des des dents verts,part,4,17845703,DET,PRON,
243,65074939,que,17894528,qu'est-ce que ça veut dire pch pch pch pch,adv,4,17894528,SCONJ,SCONJ,
244,64684432,s'inquiéter,17800580,alors y a du linge qui qui sèche partout faut pas s'inquiéter,v,0,17800580,PRON,PRON_VERB,ERROS IN WORDS WITH ' eg s'il
245,65319187,s'il,17961427,non non Léonard ne mets pas d'eau encore s'il te plaît,pro,2,17961427,SCONJ,SCONJ_PRON,
246,64607628,fous,17771424,non moi je m'en fous c'est juste,adj,0,17771424,PRON,VERB,
247,64908771,rouge,17861947,c'est rouge,adj,3,17861947,VERB,ADJ,
248,65016056,rentrait,17885734,et tu te souviens qu'on a dit que si tu n' obéissais pas on rentrait,v,0,17885734,VERB,VERB,
249,65513689,oui,17997929,c'est un oui oui ça oui oui,n,4,17997929,NOUN,?,
250,64596850,seule,17769261,toute seule,adj,3,17769261,ADJ,ADJ,
251,65785814,comment,18070389,et comment il était euh comment il était déguisé grand papou,n,4,18070389,ADV,ADV/PRON,
252,64827641,bêtises,17825783,alors tu ne fais pas des bêtises comme tu viens de faire là,n,2,17825783,NOUN,NOUN,
253,65542994,décanté,18019353,a_priori ça s'est un peu décanté mais je te raconterai je t'expliquerai,part,0,18019353,VERB,?,
254,64609471,s'en,17777325,regarde elle s'en va,pro,2,17777325,PRON,PRON_PRON,
255,65210948,passé,17921355,moi j'ai juste passé devant quand on était chez le dentiste,prep,1,17921355,VERB,VERB/PARTICIPLE,
256,64953829,impressionnant,17858157,ça c'est impressionnant ça,adj,1,17858157,ADJ,ADJ,
257,65428872,rayons,17983992,hein après ça se prendrait dans les rayons,n,0,17983992,NOUN,NOUN,
258,65122904,loin,17913247,tu es bien loin de nous,prep,2,17913247,ADV,ADV/ADP,
259,65135171,tu,17917265,tu voulais qu'on lui montre xxx la dernière fois,pro,4,17917265,ADJ,PRON,
260,65842766,entendu,18097878,ah j'ai pas entendu,part,2,18097878,VERB,VERB/PARTICIPLE,
261,64671971,d'abord,17804186,d'abord euh je vais d'abord me baigner mais zə vais mettre ma anniversaire pas souffler,adv,2,17804186,ADP,ADV,
262,64768551,pâtissier,17830942,alors il était pas du tout pâtissier c'était que le pain,adj,0,17830942,ADJ,ADJ,
263,65078518,autres,17904065,xxx ça peut pas t'aider les autres là,pro,2,17904065,ADJ,PRON/NOUN,pro=adj
264,65209921,c'est,17919115,si c'est comme ça regarde si c'est comme ça c'est un t,v,4,17919115,PRON,PRON_VERB,
265,65500865,rouges,17995314,ah la des rouges ici,adj,2,17995314,NOUN,ADJ/NOUN,
266,64690393,chouette,17809384,c'est une chouette et un pingouin je crois,n,2,17809384,NOUN,NOUN,
267,65527610,au,18006443,mais elle est elle est au téléphone ça fait rien elle va arriver on n' a qu'à discuter,prep,3,18006443,VERB,PREP,
268,65165904,je,17908685,je peux je peux je peux dessiner euh,pro,4,17908685,PRON,PRON,
269,65042564,lesquelles,17882970,mais il faut d'abord ranger un petit peu les choses avec lesquelles tu joues plus,pro,1,17882970,PRON,PRON,
270,65244005,masqué,17935613,le masqué mais c'est qui c'est qui le masqué,adj,1,17935613,NOUN,VERB/PARTICIPLE,
271,64745750,tu,17805118,Anaé tu allée à la plage cette année,part,4,17805118,PROPN,PRON,
272,65172012,marche,17914879,et il marche,v,2,17914879,NOUN,VERB,
273,65305287,mais,17955363,euh oui mais enfin ça fait pas quinze jours qu'il fait chaud hein,n,4,17955363,CCONJ,CCONJ,
274,64679640,jaunes,17791828,et et les skis ils étaient jaunes,adj,2,17791828,ADJ,ADJ,
275,65260231,délicieux,17941218,délicieux,adj,2,17941218,ADJ,ADJ,
276,65413914,sauf,17970873,sauf que toi y a pas de bonbons dessus,prep,1,17970873,ADP,ADP/PREP,prep=adp
277,64981889,viens,17875057,tu viens lui faire un câlin à maman,v,3,17875057,AUX,VERB,v=aux
278,65335625,fabriqué,17969116,c'est un petit garçon qu'a fabriqué ça et qui s'est mis du feutre partout sur la figure,part,1,17969116,VERB,VERB/PARTICIPLE,part=verb
279,65389799,crois,17959813,tu crois qu'elle a deviné,v,3,17959813,VERB,VERB,
280,64965689,guéri,17855864,il dit vivement que tu sois guéri pour bien t'occuper de lui maman elle dit,adj,1,17855864,VERB,ADJ/PART,adj=verb
281,64669118,à,17791986,à sa gorge,prep,4,17791986,ADP,PREP/ADP,
282,65780892,vous,18046598,je vais peut-être vous sortir du bain quand_même,pro,3,18046598,PRON,PRON,
283,64878720,délicatement,17845605,tu poses délicatement,adv,0,17845605,ADV,ADV,
284,64750197,jouent,17817757,ils jouent,v,1,17817757,VERB,VERB,
285,64807479,maman,17834111,merci maman,n,4,17834111,PROPN,NOUN,
286,64725743,Marilou,17806768,bah non y avait Marilou,n,1,17806768,NOUN,PROPN,
287,65394401,m'y,17968903,ah non ça c'est contre nature je m'y oppose formellement,pro,0,17968903,PRON,PRON_PRON,
288,65160680,arrosé,17925825,ouh papapa attention parce que c'est mouillé j'ai arrosé,part,1,17925825,VERB,VERB/PARTICIPLE,
289,64788152,dans,17814278,c'est le singe qui va dans la malle,prep,4,17814278,ADP,PREP/ADP,
290,64979794,qu'on,17871176,qu'est-ce qu'on fait,pro,3,17871176,SCONJ,SCONJ/PREP_PRON,
291,65565528,beaux,18021812,tu montreras à Philippe que tu as des très beaux vers dans la vitrine,adj,2,18021812,ADJ,ADJ,
292,65343340,d'où,17951320,oh et il vient d'où,pro,1,17951320,ADP,PREP/ADP_PRON,
293,64616964,on,17776875,et on n' a pas trop vu sa taille,pro,4,17776875,PRON,PRON,
294,64820574,l'hiver,17810415,ton ami de l'hiver,n,1,17810415,DET,DET_NOUN,
295,65575311,orange,18005126,tu es sûr amour orange,adj,2,18005126,VERB,ADJ,
296,65406724,génial,17968008,c'est génial,adj,3,17968008,ADJ,ADJ,
297,65134720,cache,17917069,on le cache,v,2,17917069,NOUN,VERB,
298,65791654,à_moins,18091190,à_moins qu'il y ait que Yona et,adv,0,18091190,ADP,ADV/ADP/PREP_ADV,
299,64886257,monté,17846728,e e monté,part,1,17846728,NOUN,?,
300,65463306,m'énerver,17985881,enfin ça commence à m'énerver,v,0,17985881,PRON,PRON_VERB,
301,64860271,je,17845585,je vais rapporter un petit+suisse,pro,4,17845585,PRON,PRON,
302,64820010,vas,17820837,on va faire un test mais à mon avis tu vas pas être content,v,3,17820837,NOUN,VERB,
303,64771329,lui,17800329,mais ça va lui faire quoi si il en mange,part,4,17800329,PRON,PRON,
304,65400689,neuf,17973761,un deux trois quatre cinq six sept huit neuf dix,adj,3,17973761,ADJ,ADJ,
305,64985699,vrai,17874508,c'est Antoine qui fait du vélo c'est vrai tu fais du vélo toi c'est bien,adj,4,17874508,ADJ,ADJ,
306,65013461,comme,17885654,ben oui tu es allé comme un fou,prep,3,17885654,ADP,ADV/ADP/SCONJ,
307,65486602,debout,17997438,tu restes debout tu restes debout,adv,2,17997438,ADV,ADV,
308,65191012,telle,17930599,non on code des transcriptions on regarde ce-que les enfants ont dit et en_fonction de ce qu'ils ont dit on note ben ils ont ils ont fait ça dans telle situation dans telle circonstance,prep,0,17930599,ADJ,ADJ,
309,64643457,vu,17782663,j'ai vu les morceaux détachés dans une boîte et j'ai vu il manque il faut une poutre pour le toit,part,3,17782663,VERB,VERB/PARTICIPLE,
310,65178327,pour_que,17901110,parce que comme en fait tu vois pourqu'il non mais pourqu'il mange ou quoi que ce soit pour_que le matin ça aille plus vite je lui parle en italien,pro,2,17901110,ADJ,SCONJ/PREP_PRON,
311,64866829,pas,17840127,et je sais pas tu as fini ou pas,adv,4,17840127,ADV,ADV,
312,64736890,c'en,17797701,c'en est un autre,pro,0,17797701,PRON,PRON_PRON,
313,65079029,lave,17902709,viens que je te lave le dos,v,1,17902709,VERB,VERB,
314,65076794,chocolat,17899525,chocolat chaud,n,3,17899525,NOUN,NOUN,
315,65214934,fait,17929506,qu'est-ce qu'on fait avec ce petit garçon,part,4,17929506,VERB,VERB,
316,64892220,tant,17846804,ah bon tant que ça,pro,0,17846804,ADV,ADV,
317,65562705,normale,18015568,j'sais pas si elle mange pas des avocats fais fais la salade normale c'est pas grave si elle mange pas,adj,0,18015568,ADJ,ADJ,
318,65087222,j'ai,17905670,qu'est-ce que j'ai foutu,v,3,17905670,PRON,PRON_VERB/AUX,
319,64959674,tranche,17863250,montre moi où tu vois elle tranche,v,0,17863250,NOUN,VERB,
320,65024212,bondir,17887053,mais quand Tchoupi s'approche le chien se met à bondir dans tous les sens,v,0,17887053,VERB,VERB,
321,65246582,lui,17937173,on va lui mettre un nez rouge au crocodile comme ça il devient un clown,part,4,17937173,PRON,PRON,
322,64954096,pour,17859185,c'est pour faire marcher les musiques,prep,4,17859185,ADP,PREP/ADP,
323,65430099,autres,17986238,bon allez maintenant on doit faire manger les trois autres,pro,2,17986238,ADJ,PRON,
324,65345794,gagné,17954328,ah j'ai gagné,part,2,17954328,VERB,VERB/PARTICIPLE,
325,64752355,dans,17812804,elle était déjà là l'année dernière cette maîtresse dans l'école,prep,4,17812804,ADP,PREP/ADP,
326,65441016,pris,17982379,c'est qui la pris le bouchon,part,3,17982379,VERB,VERB/PARTICIPLE,
327,65156756,papa,17914363,mais papa il aime ça hein,n,4,17914363,ADV,NOUN,
328,64786198,qu'on,17811435,qu'est-ce que c'est le livre qu'on lit tous les soirs en ce moment,pro,3,17811435,SCONJ,SCONJ/PREP_PREP,
329,64664789,s'assit,17800413,il s'assit pas,v,0,17800413,PRON,PRON_VERB,
330,64748628,grossit,17808098,et et xxx et aussi et bah bah bah il a donné à quelqu'un et et et la lune elle était petite et elle elle elle grossit,v,0,17808098,VERB,VERB,
331,65402075,donc,17982014,donc tu vois on en a largement,adv,3,17982014,ADV,ADV,
332,64697874,crevette,17807839,la crevette qui s'agite,n,0,17807839,NOUN,NOUN,
333,65598039,je,18020665,beh je joue une petite heure,pro,4,18020665,PRON,PRON,
334,64786853,devant,17813405,ta main devant ta bouche,prep,2,17813405,ADP,ADP/PREP,
335,64900398,acheté,17862974,mais j'en ai acheté sept de vingt quatre mois,part,2,17862974,VERB,VERB/PARTICIPLE,
336,65421923,trouvé,17983244,oui regarde oui trouvé,part,3,17983244,VERB,VERB/PARTICIPLE,
337,64978447,passe,17870217,et passe,v,2,17870217,VERB,VERB,
338,64915841,contre,17847274,non regarde là contre la grille,prep,1,17847274,ADP,PREP/ADP,
339,65779086,au,18043787,tu es allé au ski,prep,3,18043787,PROPN,PREP,
340,64605146,soufflée,17764268,qu'est-ce que tu as fait hier tu l'as soufflée la bougie,part,0,17764268,NOUN,VERB/PARTICIPLE,
341,65787003,gros,18065859,xxx gros poisson,n,3,18065859,ADJ,ADJ,
342,64967982,la,17866384,montre moi où tu vois la plante,pro,3,17866384,DET,DET,
343,65780229,force,18065841,xxx j'y suis allée là on a on a marché euh ensemble il a eu la force on a marché à deux à l'heure mais,adv,0,18065841,PROPN,NOUN,
344,65920641,perturbé,18100357,xxx perturbé,part,0,18100357,NOUN,?,
345,65331441,du,17949364,regarde le tablier du marmiton,prep,4,17949364,DET,PREP,
346,64811094,maintenant,17837971,oui alors moi j'appuie là et toi maintenant tu appuies,adv,3,17837971,ADV,ADV,
347,64919146,pas,17860442,pas tout_de_suite d'accord,adv,4,17860442,ADV,ADV,
348,64678316,enfonce,17792056,enfonce bien,v,0,17792056,NOUN,VERB,
349,65814776,eu,18065923,tu sais il a eu des ballons à gonfler tu vois là regarde,v,3,18065923,VERB,VERB/PARTICIPLE,
350,65561360,d',18013165,moi j'suis curieuse d' entendre,adv,3,18013165,NOUN,PREP,
351,64638003,trop,17784713,on sait pas trop,adv,3,17784713,ADV,ADV,
352,65375246,glisser,17971478,pour euh glisser,v,1,17971478,VERB,VERB,
353,65414344,extraordinaire,17971821,extraordinaire,adj,1,17971821,ADJ,ADJ,
354,65340975,fait,17970603,je vais le faire je vais le faire euh ce-que j'ai fait en_haut,part,4,17970603,VERB,VERB/PARTICIPLE,
355,65646954,celle-ci,18036181,tu veux allumer celle-ci,pro,2,18036181,PRON,PRON_PRON,
356,64648356,voir,17775273,ah c'est quoi fais voir,v,3,17775273,VERB,VERB,
357,64696514,petit,17803743,petit stock,adj,4,17803743,ADJ,ADJ,
358,65399429,celle,17972712,celle qui est née en premier on va lui mettre euh Marie_un,pro,2,17972712,PRON,PRON,
359,65027910,longtemps,17889202,ohlàlà ça faisait longtemps qu'on n' avait plus filmé,adv,1,17889202,ADV,ADV,
360,65460875,je,17992434,je crois c'est les Télétubbies ça,pro,4,17992434,PRON,PRON,
361,64937177,tu,17859497,on pourrait presque xxx je m' je m'attends presque à ce-que tu fasses des bulles avec,part,4,17859497,PROPN,PRON,
362,64747861,brochure,17816051,d'accord ah ben faut que je pense tiens demain faut que je mette un message pour euh apporter la brochure sur Malte comme ça je vous l'apporte,n,0,17816051,NOUN,NOUN,
363,65054529,toute,17891444,c'est une toute toute toute grande brique,pro,1,17891444,ADJ,ADJ,
364,65231753,fait,17935314,qu'est-ce qu'elle fait maman,part,4,17935314,VERB,VERB,
365,65397163,montre,17968783,maintenant je te montre l'autre côté,v,2,17968783,VERB,VERB,
366,65106966,pas,17896732,ils pleurent pas eux,adv,4,17896732,ADV,ADV,
367,65442003,choses,17983458,parce que souvent il il part il part loin à l'étranger il te rapporte des choses,n,3,17983458,NOUN,NOUN,
368,65794944,Luke,18085146,il a un père Luke mais,n,0,18085146,PROPN,PROPN,
369,65411902,long,17981338,c'est moi qui ai le plus long prénom du monde là hein,adj,2,17981338,ADJ,ADJ,
370,65743656,pourqu'ils,18053562,non c'est pas un cadeau c'est pourqu'ils jouent avec,pro,1,18053562,SCONJ,SCONJ/PREP_PRON,
371,64747533,celui,17815554,ben tu sais Alexandre là celui celui qui a trois semaines d' écart tu sais notre couple on va les voir samedi là,pro,2,17815554,PRON,PRON,
372,65399066,est,17971902,mais il est où ton doudou,v,4,17971902,AUX,VERB,
373,65517218,beurre,18007058,ben on les fait au beurre c'est bon non,n,2,18007058,PROPN,NOUN,
374,64789739,chéri,17830699,bon ben t'étais pas à dix minutes près là mon chéri xxx,part,3,17830699,NOUN,NOUN/PART,
375,65550003,cassé,18001962,non c'est plus cassé,part,3,18001962,ADJ,VERB/PARTICIPLE,
376,64791840,tu,17817774,est-ce que tu crois que c'est vraiment un autre enfant qu'il y a dans le miroir,pro,4,17817774,PRON,PRON,
377,64797093,maman,17826676,non maman elle est pas d'accord,n,4,17826676,PROPN,NOUN,
378,64613646,m'aider,17772805,si_il_te_plaît maman est-ce que tu peux me est-ce que tu peux m'aider,v,1,17772805,PRON,PRON_VERB,
379,65377704,qu'avec,17977591,ça va mieux avec ton chandail qu'avec tes bottes hein,prep,1,17977591,SCONJ,SCONJ_PREP,
380,65306296,m'en,17957572,tu vas pas manger dans mes bras euh tu vas m'en mettre partout,pro,2,17957572,PRON,PRON_PRON,
381,65486711,ont,17997932,ouh ils ont plein de bisous les dauphins,v,3,17997932,VERB,VERB,
382,64590787,elle,17776909,elle est où Véro aujourd'hui,pro,4,17776909,PRON,PRON,
383,65358243,vertes,17964822,seules les chenilles seules les chenilles blanches et les chenilles vertes euh on les on les triche on les triche,adj,1,17964822,ADJ,ADJ,
384,65440362,bien,17981774,la maîtresse elle dit ben je préfère vous refaire plusieurs exercices que vous ayez très bien à tous les exercices comme ça vous savez vous savez bien parce que j'ai pas envie de vous mettre des des mauvaises notes à l'évaluation,adj,3,17981774,ADV,ADV,
385,65450420,fouiller,17991717,soyez rassurée madame la baronne nous allons fouiller tout le bateau,v,0,17991717,VERB,VERB,
386,64787783,du,17828392,ah t'as trouvé du xxx,prep,4,17828392,DET,DET,
387,64829464,bouillant,17826775,il a eu du mal à s'endormir à cinq heures du matin il s'est réveillé bouillant,adj,0,17826775,NOUN,ADJ,
388,64762483,chambres,17800193,y a des chambres,n,1,17800193,NOUN,NOUN,
389,65776058,fait,18042509,enfin ça ça ça fait ça fait penser,part,4,18042509,VERB,?,
390,64744850,celles-ci,17815210,ben celles-ci elles sont plus larges en fait,pro,0,17815210,PRON,PRON_PRON,
391,64905813,celle-là,17850706,est-ce que celle-là elle a la même couleur que ça,pro,2,17850706,PRON,PRON_PRON,
392,65261903,travaillé,17943452,tu as bien travaillé dis_donc,part,1,17943452,VERB,VERB/PARTICIPLE,
393,64978831,rudement,17861285,oh ben écoute ben écoute rudement tu es rudement amorphe hein parce que avec moi tu le fais ça drôlement plus vite,adv,0,17861285,NOUN,ADV,
394,65371549,ça,17959314,comment ça se fait,pro,4,17959314,PRON,PRON,
395,64935897,l'enlève,17854838,hum tu veux que je l'enlève avec une fourchette,v,1,17854838,DET,PRON_VERB,
396,65048450,ci,17893405,xxx ci,adv,1,17893405,PROPN,PRON,
397,65828271,servi,18090745,mais non parce que il s'est pas servi tu sais,part,0,18090745,VERB,VERB/PARTICIPLE,
398,64603208,gaufre,17763158,tu veux une gaufre,n,1,17763158,NOUN,NOUN,
399,65480110,maintenant,17994285,on va arrêter l'eau maintenant Théophile hein,adv,3,17994285,ADV,ADV,
400,65440087,invariables,17981059,donc en fait y a les mots invariables et ça mais les mots invariables euh je les ai appris y a une semaine,adj,0,17981059,ADJ,ADJ,
401,65348460,aiguiller,17957313,non une aiguiller,v,0,17957313,NOUN,?,
402,65423846,qu'en,17972150,oui parce qu'en fait euh j'ai fait petite section petite section moyenne euh non petite section petite section grande section c p,pro,0,17972150,SCONJ,SCONJ/PREP_PRON,
403,64656944,hier,17792456,tu m'as aidée hier à faire le gâteau,n,3,17792456,ADV,ADV,
404,65440132,invariable,17981212,ça veut dire quoi invariable,adj,0,17981212,ADJ,ADJ,
405,64657955,à,17796091,non non ça c'est à Pâques,prep,4,17796091,ADP,PREP/ADP,
406,65301674,écrit,17944644,qu'est-ce qu'il y a écrit,part,2,17944644,VERB,VERB/PARTICIPLE,
407,65239847,plus,17933124,elle veut plus sortir,prep,3,17933124,ADV,ADV,
408,65511862,dedans,17996073,c'est bien de manger dehors comme ça tu fais pas de miettes dedans,adv,3,17996073,NOUN,ADV,
409,64820291,me,17821475,tu me l'apporteras le vingt sept aussi comme ça,pro,3,17821475,PRON,PRON,
410,65339503,au,17964778,bah oui mais au bout d' un moment il pleure plus,prep,3,17964778,PROPN,PREP,
411,64610318,ce,17780928,bah non on ira à la piscine ce sera mieux,pro,3,17780928,DET,PRON,
412,64826316,méconnaissable,17826591,méconnaissable quoi,adj,0,17826591,ADJ,ADJ,
413,65836800,fais,18098467,tu fais bien attention,v,3,18098467,ADJ,VERB,
414,65840222,y,18090802,ah ben y a quand_même Sarah quand_même,pro,4,18090802,PRON,PRON,
415,64653589,j'a,17791590,non j'a pas envie,v,1,17791590,PRON,PRON_VERB,
416,64674305,répondu,17788155,tu m'as pas répondu qu'est-ce que tu veux emmener comme jouets euh à la neige,part,1,17788155,VERB,VERB/PARTICIPLE,
417,65080504,entendu,17904342,j'ai entendu la fin de ton émission,part,2,17904342,VERB,VERB/PARTICIPLE,
418,64794170,y,17830964,euh y a que Lucie,pro,4,17830964,PRON,PRON,
419,65629912,tout,18036625,ouais mais tu manges pas tout ça Théophile ça fait beaucoup,n,4,18036625,ADJ,ADJ,
420,65225070,j'aime,17933672,parce que j'aime pas le jeudi parce que le jeudi j'ai envie de rester à la maison après l'école,v,2,17933672,PRON,PRON_VERB,
421,64824022,Nico,17815033,ben tu connais pas tonton Nico,n,1,17815033,PROPN,PROPN,
422,64945828,Nicolas,17853313,bah euh oui oui enfin disons qu'elle a pas mal euh je dirais qu'elle a le nez de Nicolas donc euh comme en fait un peu Antoine,n,2,17853313,PROPN,PROPN,
423,65127507,petit,17907895,euh un petit garçon et une petite fille,adj,4,17907895,ADJ,ADJ,
424,65153335,de,17912853,parce qu'y a des problèmes de métro,prep,4,17912853,ADP,PREP,
425,65363912,tutu,17958502,ton tutu,n,1,17958502,NOUN,NOUN,
426,65190779,jusque,17930497,et là tu disais que tu étais overbooké jusque mi janvier,prep,1,17930497,ADJ,ADP/PREP,
427,64818922,plus,17835732,un peu plus même deux semaines,part,3,17835732,ADV,ADV,
428,65463432,détruit,17986257,j'aime pas quand on détruit mes constructions,part,0,17986257,VERB,VERB,
429,65184596,caché,17929068,il a dit je suis au troisième joue avec tes xxx dans un coin caché,part,2,17929068,ADJ,ADJ/PART,
430,65415313,orange,17974415,xxx orange orange un ballon orange,adj,2,17974415,AUX,ADJ,
431,64884579,petit,17840486,il grandit il devient un petit malin il devient un petit garçon,adj,4,17840486,ADJ,ADJ,
432,65252262,l'aéroport,17934290,mais bon ils vont dans l'aéroport et pouf il tombe au milieu des bagages,n,1,17934290,DET,DET_NOUN,
433,65013465,t'es,17885663,tu t'es cogné parce que tu faisais plein de choses comme un fou,v,3,17885663,ADP,PRON_VERB,
434,64904412,fait,17845481,oh elle a fait tomber le verre,part,4,17845481,VERB,VERB/PARTICIPLE,
435,65092145,clipo,17906221,marché clipo,n,0,17906221,ADJ,?,
436,65502779,parce,17997596,hum hum le perroquet non parce que le le poisson jaune non parce que parce que le perroquet non parce que le le perroquet oui,adv,4,17997596,SCONJ,SCONJ,
437,65237400,petite,17927573,peut-être que tu es tu es encore un peu petite xxx c'est pas bon,adj,4,17927573,ADJ,ADJ,
438,64682133,ski,17793067,qu'est-ce que tu voudras emmener comme jouets au ski,n,2,17793067,ADJ,NOUN,
439,65350588,contre,17958958,c'est mm c'est contre un lavabo,prep,1,17958958,ADP,PREP/ADP,
440,65471235,chèvre,17993488,vache chèvre,n,1,17993488,ADJ,NOUN,
441,65835288,mangé,18098038,du fromage c'est bien tu as tout mangé,part,3,18098038,NOUN,VERB/PARTICIPLE,
442,64962201,simplement,17869224,elle m'a dit simplement de vérifier,adv,1,17869224,ADV,ADV,
443,65473810,lait,17990759,maman je crois elle faisait un peu de lait un peu d' eau,n,3,17990759,VERB,NOUN,
444,65685849,quelqu'un,18037922,mais j'ai envie que quelqu'un me le fais hein,pro,1,18037922,DET,PRON,
445,65326654,fini,17957856,un mettre un jaune oui mais c'est pas fini,part,3,17957856,VERB,VERB/PARTICIPLE,
446,65230847,comment,17933949,comment ça s'appelle,n,4,17933949,ADV,ADV/PRON,
447,65484780,il,17993228,il y a pas des concombres aussi les vertes c'est des concombres,pro,4,17993228,PRON,PRON,
448,65523609,dormi,17999053,hier il a eu une voiture il a dormi toute la nuit avec,part,2,17999053,ADV,VERB/PARTICIPLE,
449,64750750,recrache,17817359,Antoine ne recrache pas,v,0,17817359,VERB,VERB,
450,64721071,jusqu'à,17794949,non jusqu'à la mer,prep,2,17794949,ADP,ADP/PREP,
451,65425428,sinon,17975441,sinon je vois rien,prep,3,17975441,ADV,CCONJ/ADV,
452,65674557,plusieurs,18022664,oh il a plusieurs feuilles c'est en attendant le crayon il xxx jamais de faire des avions,pro,1,18022664,DET,ADJ,
453,64867939,m'en,17841919,ah ben dis_donc y a tout qui m'en tombe des mains,pro,2,17841919,PRON,PRON_PRON,
454,65808746,méchant,18052906,et quand quand quand on est méchant il faut punir,adj,2,18052906,AUX,ADJ,
455,64614532,promenés,17771661,quand on s'est promenés,part,0,17771661,VERB,VERB/PARTICIPLE,
456,64767046,envoyé,17817317,tu sais j'ai envoyé une photo de toi qui mange le riz avec les baguettes,part,1,17817317,VERB,VERB/PARTICIPLE,
457,65036883,hélices,17894737,c'est des hélices ça,n,0,17894737,NOUN,?,
458,65764171,par,18070730,si moi je sortais par euh,adv,2,18070730,ADP,PREP/ADP,
459,64637931,Aliyah,17784482,Aliyah,n,3,17784482,NOUN,PROPN,
460,64609865,Rosalie,17779189,moi je croyais Rosalie que c'était de la blague,n,1,17779189,VERB,PROPN,
461,65528447,depuis,18005793,j'essaie depuis un quart d' heure de l'enlever mais,prep,2,18005793,ADP,PREP/ADP,
462,65209119,jamais,17922490,on sait jamais,adv,2,17922490,ADV,ADV,
463,65378919,terrible,17962769,mais après il c'est pas terrible,adv,1,17962769,ADJ,ADJ,
464,65545240,c'est,18005965,c'est papa,v,4,18005965,PRON,PRON_VERB,
465,65762055,courts,18066987,oh mes cheveux ils sont pas courts,n,1,18066987,ADJ,ADJ,
466,65194813,bain,17917555,allez viens on va enlever les habits pour aller dans le bain hop,n,3,17917555,NOUN,NOUN,
467,65342938,petits,17966687,on ne trouve pas les petits ballons donc c'est dommage,adj,4,17966687,ADJ,ADJ,
468,65675814,mien,18023117,ah c'est le mien c'est le mien c'est le mien,pro,0,18023117,NOUN,PRON,
469,65283799,à-côté,17941937,tu as vu elle laissé ses fleurs à-côté puis ses sabots,adv,2,17941937,AUX,?,
470,65144636,comme,17920548,comme ça lui il pousse la poussette des doudous,adv,4,17920548,ADP,ADV/ADP/SCONJ,
471,65606174,a,18028424,ah y a la crème,v,4,18028424,VERB,VERB,
472,65190302,du,17929723,parce que ouvrir le paquet Guillaume il va avoir du mal,prep,4,17929723,DET,DET,
473,64648632,tout,17776655,Anaé je t'ouvre tout,adv,3,17776655,ADV,ADJ,
474,65307905,le,17961399,euh alors euh à-côté de l'arbre on le met,pro,3,17961399,PRON,PRON,
475,64786153,animaux,17811279,docteur d' animaux,adj,1,17811279,ADJ,NOUN,
476,65153190,m'étonnerait,17912412,ça m'étonnerait,v,1,17912412,PRON,PRON_VERB,
